transaction_id,customer_id,bank_name,account_type,merchant_name,merchant_category,transaction_amount,currency,payment_method,upi_app,transaction_type,transaction_hour,transaction_day,transaction_month,customer_age,occupation,annual_income,state,city,device_type,device_brand,mobile_network,authentication_method,authentication_status,login_attempts,failed_login_count,previous_transactions,average_transaction_amount,account_balance,beneficiary_age_days,beneficiary_bank,merchant_risk_score,device_trust_score,ip_risk_score,transaction_distance_km,location_match,new_device,international_transaction,weekend_transaction,high_value_transaction,transaction_duration_sec,fraud_label
TXN1001266,CUST92182,Canara Bank,Business,Bharat Petroleum,Restaurant,1873.07,INR,Mobile Wallet,Amazon Pay,Cash Withdrawal,16,Thursday,December,74,Homemaker,1607917,Odisha,Bhubaneswar,Laptop,Vivo,Jio,UPI PIN,Success,4,0,53,2614.85,719928.48,2651,ICICI Bank,5.37,49.14,16.86,1893.35,Yes,No,No,No,No,35.63,Legitimate
TXN1001267,CUST21558,HDFC Bank,Current,BookMyShow,Education,6950.94,INR,UPI,Paytm,Recharge,18,Wednesday,November,66,Retired,484040,Telangana,Hyderabad,Android,Vivo,Jio,UPI PIN,Success,3,0,97,9213.67,590739.41,2954,Punjab National Bank,7.98,45.22,26.74,2373.99,Yes,No,Yes,Yes,No,253.87,Legitimate
TXN1001268,CUST83415,ICICI Bank,Salary,Swiggy,Pharmacy,3210.7,INR,IMPS,Paytm,Recharge,18,Saturday,January,79,Farmer,1128776,West Bengal,Kolkata,Tablet,Motorola,Airtel,UPI PIN,Success,5,2,112,3850.54,250090.48,381,Union Bank of India,75.85,36.54,77.95,2011.37,Yes,No,No,Yes,No,13.51,Legitimate
TXN1001269,CUST93834,State Bank of India,Salary,Flipkart,Fuel Station,6159.18,INR,Net Banking,BHIM,Purchase,17,Wednesday,September,66,Homemaker,2367614,Haryana,Gurugram,Laptop,Realme,BSNL,UPI PIN,Success,5,1,47,4854.9,311716.14,3172,Indian Bank,88.91,27.31,54.29,222.02,Yes,Yes,No,Yes,No,262.86,Fraudulent
TXN1001270,CUST78883,ICICI Bank,Savings,Indian Oil,Utility Bill,2560.58,INR,RTGS,Google Pay,Bill Payment,11,Tuesday,January,45,Farmer,1941361,Maharashtra,Mumbai,Tablet,OnePlus,BSNL,MPIN,Success,6,3,64,3238.13,338139.95,76,Kotak Mahindra Bank,29.07,85.46,98.58,640.85,Yes,No,No,Yes,No,174.41,Legitimate
TXN1001271,CUST52460,Indian Bank,Current,Tata Power,Shopping Mall,2610.35,INR,Debit Card,Amazon Pay,Money Transfer,18,Thursday,June,27,Employee,1119098,Odisha,Bhubaneswar,Tablet,Vivo,Jio,MPIN,Success,3,2,87,1902.68,740568.03,3225,Canara Bank,18.4,97.5,50.47,1141.52,Yes,No,No,Yes,No,249.5,Legitimate
TXN1001272,CUST91612,Bank of Baroda,Salary,BookMyShow,Travel,5220.24,INR,Debit Card,PhonePe,Ticket Booking,2,Saturday,November,36,Homemaker,806367,Maharashtra,Nagpur,Laptop,Motorola,Vi,OTP,Success,6,0,101,6848.99,222194.04,2528,Kotak Mahindra Bank,88.61,63.32,90.61,100.42,Yes,No,No,No,No,233.02,Legitimate
TXN1001273,CUST43708,Canara Bank,Current,Myntra,Telecom,2102.34,INR,Net Banking,Paytm,Money Transfer,2,Sunday,June,67,Homemaker,1453088,Haryana,Faridabad,Android,OnePlus,BSNL,MPIN,Success,2,0,116,2543.19,720593.17,3314,State Bank of India,7.95,41.71,73.13,1687.87,Yes,No,No,No,No,52.38,Fraudulent
TXN1001274,CUST76101,ICICI Bank,Savings,Indian Oil,Education,1310.57,INR,RTGS,Navi,Purchase,2,Sunday,December,38,Retired,801097,Gujarat,Surat,iPhone,Oppo,Airtel,UPI PIN,Success,5,2,97,1236.05,463701.21,2218,Axis Bank,10.57,31.97,74.58,466.25,Yes,No,No,Yes,No,167.77,Legitimate
TXN1001275,CUST72861,Union Bank of India,Business,BookMyShow,Grocery,4188.91,INR,Debit Card,BHIM,Ticket Booking,22,Monday,February,69,Student,1301731,Delhi,New Delhi,Android,Vivo,Airtel,Biometric,Success,5,0,9,3552.11,489125.11,3435,Canara Bank,68.29,73.57,22.03,1488.35,Yes,No,No,No,No,216.4,Legitimate
TXN1001276,CUST41720,Canara Bank,Business,Airtel,Travel,1886.01,INR,IMPS,Paytm,Money Transfer,8,Wednesday,July,74,Student,1597245,Rajasthan,Jodhpur,iPhone,Xiaomi,BSNL,OTP,Success,5,3,62,2550.62,245230.12,3506,Punjab National Bank,49.02,59.84,54.22,751.57,Yes,No,No,Yes,No,247.31,Legitimate
TXN1001277,CUST74981,ICICI Bank,Savings,Zomato,Restaurant,6818.43,INR,Net Banking,CRED,Money Transfer,19,Friday,February,24,Business,2375982,Odisha,Bhubaneswar,Tablet,OnePlus,BSNL,UPI PIN,Success,5,2,94,4699.32,758892.22,175,ICICI Bank,25.29,85.27,24.67,1076.95,Yes,No,No,No,No,209.81,Legitimate
TXN1001278,CUST52071,Axis Bank,Current,Reliance Fresh,E-Commerce,2873.45,INR,Mobile Wallet,BHIM,Money Transfer,10,Friday,March,23,Business,1770164,Kerala,Trivandrum,iPhone,OnePlus,Vi,UPI PIN,Success,5,2,50,3592.85,795754.76,1957,Indian Bank,48.43,25.44,68.26,116.6,Yes,No,No,Yes,No,45.83,Legitimate
TXN1001279,CUST61829,State Bank of India,Business,BookMyShow,Telecom,2780.88,INR,UPI,Navi,Recharge,10,Monday,November,68,Employee,2267588,Uttar Pradesh,Kanpur,Android,Motorola,BSNL,Biometric,Success,3,0,19,2548.78,617120.15,2346,Punjab National Bank,90.45,81.01,84.68,2271.95,Yes,Yes,No,Yes,No,282.93,Legitimate
TXN1001280,CUST50215,Kotak Mahindra Bank,Current,Zomato,Restaurant,2980.48,INR,IMPS,BHIM,Money Transfer,19,Friday,March,51,Government,2319920,Delhi,New Delhi,Tablet,Motorola,Vi,MPIN,Success,4,3,44,1923.81,465022.48,1554,Canara Bank,52.55,97.67,12.97,2240.0,Yes,No,No,Yes,No,157.59,Legitimate
TXN1001281,CUST12456,Canara Bank,Salary,Swiggy,Telecom,2375.07,INR,Debit Card,CRED,Ticket Booking,6,Saturday,May,32,Homemaker,2402523,Karnataka,Mysuru,Laptop,Motorola,Jio,Biometric,Success,4,1,18,2758.23,251978.32,2974,State Bank of India,26.64,52.54,2.42,2296.89,Yes,No,No,No,No,207.12,Legitimate
TXN1001282,CUST17047,Bank of Baroda,Business,Flipkart,Shopping Mall,4767.94,INR,IMPS,Paytm,Bill Payment,11,Friday,August,47,Employee,363713,Uttar Pradesh,Noida,Android,Apple,Jio,Biometric,Success,6,2,59,6221.86,570574.9,1864,Axis Bank,31.35,20.05,86.54,2056.06,Yes,No,No,Yes,No,199.71,Legitimate
TXN1001283,CUST41508,HDFC Bank,Salary,BookMyShow,Travel,1617.19,INR,NEFT,Google Pay,Money Transfer,11,Thursday,September,39,Homemaker,1217711,Delhi,New Delhi,Android,Vivo,Vi,Biometric,Success,6,3,39,2164.03,555477.22,391,Union Bank of India,87.19,84.23,64.72,2118.36,Yes,No,No,Yes,No,28.45,Legitimate
TXN1001284,CUST71288,Axis Bank,Salary,Bharat Petroleum,Restaurant,2883.38,INR,NEFT,Amazon Pay,Money Transfer,11,Wednesday,September,19,Farmer,2188366,West Bengal,Kolkata,Tablet,Motorola,Vi,OTP,Success,6,3,51,3405.11,108722.29,182,ICICI Bank,18.57,80.43,72.13,945.08,Yes,Yes,No,No,No,184.32,Legitimate
TXN1001285,CUST93922,HDFC Bank,Current,Jio,Fuel Station,1885.75,INR,RTGS,Google Pay,Ticket Booking,23,Saturday,November,37,Retired,157889,Uttar Pradesh,Noida,Tablet,Samsung,BSNL,OTP,Success,3,3,103,2513.8,155587.18,2429,Bank of Baroda,98.7,21.2,50.83,1290.28,Yes,No,No,No,No,278.45,Legitimate
TXN1001286,CUST74579,Kotak Mahindra Bank,Business,Flipkart,Shopping Mall,2118.11,INR,IMPS,Amazon Pay,Money Transfer,22,Wednesday,October,39,Student,2323494,Andhra Pradesh,Vijayawada,iPhone,Motorola,Vi,Biometric,Success,6,3,4,1949.77,452864.0,503,Bank of Baroda,92.91,22.04,70.82,825.82,Yes,No,No,Yes,No,294.54,Fraudulent
TXN1001287,CUST89755,Union Bank of India,Savings,Reliance Fresh,Pharmacy,5094.55,INR,Mobile Wallet,Paytm,Cash Withdrawal,21,Monday,November,72,Student,589815,Tamil Nadu,Coimbatore,Laptop,Samsung,BSNL,MPIN,Success,5,2,73,3217.14,588095.05,137,Bank of Baroda,29.07,38.01,6.03,234.8,Yes,No,Yes,No,No,60.54,Legitimate
TXN1001288,CUST79337,Canara Bank,Salary,Indian Oil,Education,1400.88,INR,NEFT,PhonePe,Ticket Booking,11,Friday,April,60,Homemaker,2017176,Assam,Guwahati,Laptop,Vivo,Vi,UPI PIN,Success,4,3,30,1300.61,133803.23,1508,Canara Bank,47.35,47.21,46.77,1072.93,Yes,No,No,Yes,No,217.76,Legitimate
TXN1001289,CUST74100,State Bank of India,Business,Bharat Petroleum,Fuel Station,1692.08,INR,RTGS,Paytm,Purchase,6,Tuesday,June,70,Employee,963065,Assam,Guwahati,Android,Apple,Vi,UPI PIN,Success,1,3,116,1969.69,188777.77,3512,Punjab National Bank,21.1,25.48,89.71,500.92,Yes,No,No,No,No,184.38,Legitimate
TXN1001290,CUST93263,Punjab National Bank,Current,Jio,Education,4235.92,INR,RTGS,Paytm,Recharge,22,Sunday,December,54,Homemaker,2002328,Maharashtra,Pune,Android,Oppo,Jio,UPI PIN,Success,6,0,85,4564.84,367959.53,212,Bank of Baroda,32.27,48.33,2.89,2453.88,Yes,No,No,No,No,248.78,Legitimate
TXN1001291,CUST92429,Union Bank of India,Salary,BookMyShow,Fuel Station,3394.35,INR,Net Banking,Navi,Purchase,16,Tuesday,June,29,Homemaker,1145243,Rajasthan,Jodhpur,Laptop,Oppo,Jio,UPI PIN,Success,5,3,54,4055.26,400385.3,3847,Kotak Mahindra Bank,9.29,26.16,78.87,2058.69,Yes,No,No,Yes,No,279.13,Legitimate
TXN1001292,CUST26548,ICICI Bank,Current,Big Bazaar,Pharmacy,4444.97,INR,Debit Card,CRED,Ticket Booking,5,Wednesday,March,69,Homemaker,496484,Andhra Pradesh,Visakhapatnam,Android,Motorola,Airtel,Biometric,Success,5,2,50,4894.32,494525.65,3106,Canara Bank,31.2,24.08,91.21,2208.01,No,No,No,No,No,8.09,Fraudulent
TXN1001293,CUST92467,Punjab National Bank,Business,IRCTC,Restaurant,1137.17,INR,NEFT,Paytm,Ticket Booking,10,Wednesday,May,77,Employee,608753,Bihar,Patna,Android,Realme,Jio,UPI PIN,Success,4,3,24,1536.08,484569.16,2094,State Bank of India,72.63,45.68,69.9,1316.98,Yes,No,No,Yes,No,63.29,Legitimate
TXN1001294,CUST17594,Axis Bank,Savings,Amazon India,Travel,4405.35,INR,Net Banking,Amazon Pay,Money Transfer,3,Friday,May,73,Retired,486681,West Bengal,Kolkata,Tablet,OnePlus,Airtel,UPI PIN,Success,1,0,33,4594.8,641792.1,2712,Indian Bank,79.49,21.73,38.35,171.93,Yes,No,No,No,No,81.96,Legitimate
TXN1001295,CUST41841,Canara Bank,Salary,DMart,Pharmacy,1172.34,INR,IMPS,Google Pay,Recharge,5,Friday,April,76,Homemaker,197890,Rajasthan,Jaipur,iPhone,Samsung,BSNL,MPIN,Success,3,3,116,1134.21,355942.43,1978,State Bank of India,36.88,57.32,89.51,961.46,Yes,No,No,Yes,No,244.65,Legitimate
TXN1001296,CUST96691,Bank of Baroda,Business,Indian Oil,Utility Bill,4184.23,INR,RTGS,Navi,Recharge,12,Tuesday,December,56,Farmer,160836,Tamil Nadu,Trichy,Laptop,OnePlus,BSNL,OTP,Success,6,3,23,5809.0,217459.53,3926,HDFC Bank,69.95,98.35,17.72,814.99,Yes,No,Yes,Yes,No,25.18,Legitimate
TXN1001297,CUST15478,Punjab National Bank,Business,BookMyShow,Grocery,1437.13,INR,Debit Card,PhonePe,Cash Withdrawal,12,Sunday,October,32,Student,1098702,Haryana,Gurugram,iPhone,OnePlus,Vi,Biometric,Success,4,2,78,1752.64,421451.82,1759,Bank of Baroda,10.16,64.07,71.84,304.63,Yes,No,No,Yes,No,43.22,Legitimate
TXN1001298,CUST87178,Kotak Mahindra Bank,Savings,Airtel,Grocery,6165.59,INR,Credit Card,CRED,Ticket Booking,7,Friday,November,19,Homemaker,1199300,Delhi,New Delhi,Android,Motorola,Jio,UPI PIN,Failed,3,1,43,4716.26,602592.57,3336,HDFC Bank,96.39,43.67,16.46,1257.67,Yes,No,No,No,No,215.57,Legitimate
TXN1001299,CUST26172,Indian Bank,Savings,IRCTC,Utility Bill,962.23,INR,IMPS,Google Pay,Recharge,17,Tuesday,October,43,Retired,195192,Bihar,Patna,Laptop,Oppo,Airtel,OTP,Failed,3,1,8,602.31,696498.7,2451,Axis Bank,41.38,86.97,73.66,1982.79,Yes,No,Yes,No,No,298.42,Fraudulent
TXN1001300,CUST54686,ICICI Bank,Business,Reliance Fresh,Fuel Station,3203.72,INR,NEFT,PhonePe,Recharge,18,Saturday,January,53,Retired,1688631,Odisha,Bhubaneswar,Tablet,Samsung,Airtel,UPI PIN,Success,2,2,69,2965.86,370863.69,946,Indian Bank,18.95,48.57,85.76,94.88,Yes,Yes,No,Yes,No,206.58,Legitimate
TXN1001301,CUST99449,Kotak Mahindra Bank,Savings,Reliance Fresh,Education,4021.2,INR,Credit Card,BHIM,Bill Payment,10,Sunday,February,48,Self-Employed,1567976,Delhi,New Delhi,Tablet,OnePlus,Airtel,Biometric,Success,1,0,112,2554.06,169048.13,668,HDFC Bank,14.44,38.73,19.13,2432.83,Yes,No,No,No,No,137.68,Fraudulent
TXN1001302,CUST21590,ICICI Bank,Current,Amazon India,Pharmacy,1994.13,INR,Credit Card,Paytm,Cash Withdrawal,20,Friday,December,48,Student,1075041,Delhi,New Delhi,Tablet,Motorola,Jio,MPIN,Failed,4,0,109,1860.91,479558.07,1991,State Bank of India,65.39,77.06,77.0,1587.63,Yes,No,No,Yes,No,294.09,Legitimate
TXN1001303,CUST55272,Union Bank of India,Business,DMart,Telecom,3106.86,INR,Debit Card,PhonePe,Bill Payment,8,Saturday,July,18,Farmer,541004,Gujarat,Ahmedabad,Laptop,Oppo,Airtel,Biometric,Success,2,1,57,3105.61,67075.07,1578,Indian Bank,65.26,88.65,26.18,1732.81,Yes,No,No,Yes,No,221.96,Legitimate
TXN1001304,CUST83053,Bank of Baroda,Business,BSNL,Travel,1586.64,INR,Net Banking,Navi,Purchase,0,Thursday,May,32,Self-Employed,1511460,Uttar Pradesh,Lucknow,Laptop,Vivo,Jio,MPIN,Success,2,0,29,1707.8,436503.31,925,ICICI Bank,25.9,47.0,38.15,2432.34,Yes,No,No,No,No,255.86,Legitimate
TXN1001305,CUST65076,Bank of Baroda,Salary,Tata Power,Shopping Mall,2133.43,INR,Credit Card,PhonePe,Purchase,9,Friday,May,75,Student,1422847,Uttar Pradesh,Noida,Laptop,Vivo,Jio,OTP,Success,3,3,2,1939.79,510589.64,3509,Canara Bank,31.83,89.29,35.78,1236.58,Yes,No,No,No,No,271.12,Legitimate
TXN1001306,CUST73392,State Bank of India,Business,IRCTC,Telecom,2979.31,INR,Debit Card,Navi,Recharge,13,Sunday,February,24,Employee,364853,Delhi,New Delhi,Laptop,Motorola,BSNL,Biometric,Success,4,2,37,3161.19,676844.51,2760,Canara Bank,66.23,84.1,78.64,477.61,Yes,No,No,No,No,68.36,Legitimate
TXN1001307,CUST70468,ICICI Bank,Business,Bharat Petroleum,Fuel Station,3977.38,INR,Net Banking,CRED,Cash Withdrawal,6,Wednesday,September,39,Self-Employed,253721,Assam,Guwahati,iPhone,Samsung,Vi,MPIN,Success,5,2,94,5044.03,612820.63,1708,State Bank of India,26.84,43.26,92.01,2277.63,Yes,Yes,No,Yes,No,220.48,Legitimate
TXN1001308,CUST87349,Kotak Mahindra Bank,Current,Jio,Pharmacy,1282.05,INR,RTGS,Amazon Pay,Bill Payment,13,Sunday,September,48,Student,2007486,Assam,Guwahati,Laptop,Motorola,BSNL,Biometric,Success,4,0,96,834.67,248051.84,2680,Axis Bank,8.71,79.41,33.09,1805.37,Yes,No,No,Yes,No,226.6,Legitimate
TXN1001309,CUST59315,Axis Bank,Business,BSNL,Telecom,910.66,INR,NEFT,CRED,Recharge,2,Saturday,February,21,Retired,1149766,Assam,Guwahati,Tablet,Apple,Airtel,MPIN,Success,2,1,84,955.43,4304.85,3249,State Bank of India,76.17,24.12,95.01,1756.85,Yes,No,No,Yes,No,237.5,Legitimate
TXN1001310,CUST47672,Axis Bank,Current,Flipkart,Restaurant,6301.21,INR,RTGS,PhonePe,Bill Payment,6,Friday,October,77,Government,1207934,Assam,Guwahati,Tablet,OnePlus,Jio,MPIN,Success,6,0,106,5546.67,579399.1,3475,Union Bank of India,52.5,65.65,71.29,1943.94,Yes,Yes,No,No,No,260.7,Legitimate
TXN1001311,CUST39696,State Bank of India,Business,IRCTC,E-Commerce,3894.04,INR,NEFT,Google Pay,Money Transfer,14,Friday,July,38,Business,1431446,Uttar Pradesh,Noida,Android,Xiaomi,Vi,UPI PIN,Success,4,0,4,2392.55,118402.75,3218,Union Bank of India,12.49,91.75,91.14,2343.41,No,No,No,Yes,No,263.54,Legitimate
TXN1001312,CUST79607,Indian Bank,Salary,Swiggy,Utility Bill,119.73,INR,Mobile Wallet,Navi,Money Transfer,7,Monday,February,79,Student,1223427,Uttar Pradesh,Kanpur,iPhone,Realme,Vi,Biometric,Success,2,0,41,114.29,536004.08,1015,Bank of Baroda,94.14,26.86,32.75,1110.16,Yes,No,No,Yes,No,55.34,Legitimate
TXN1001313,CUST27303,Canara Bank,Salary,Reliance Fresh,Travel,2194.6,INR,Net Banking,Amazon Pay,Cash Withdrawal,20,Thursday,September,43,Student,906762,Assam,Guwahati,Android,Vivo,Airtel,UPI PIN,Success,1,1,113,2944.12,517645.41,308,Bank of Baroda,41.79,35.08,22.28,2006.68,Yes,No,No,No,No,188.86,Legitimate
TXN1001314,CUST91452,Canara Bank,Business,Jio,Restaurant,5883.33,INR,NEFT,Amazon Pay,Recharge,18,Friday,August,28,Retired,1001371,Karnataka,Bengaluru,Android,Oppo,Airtel,Biometric,Success,5,2,102,3901.37,201381.7,1675,ICICI Bank,13.7,46.91,77.29,1790.74,Yes,No,No,Yes,No,267.42,Legitimate
TXN1001315,CUST97363,Kotak Mahindra Bank,Business,Swiggy,Shopping Mall,555.24,INR,IMPS,BHIM,Purchase,7,Tuesday,March,52,Student,2125548,Andhra Pradesh,Vijayawada,Android,Samsung,Vi,OTP,Failed,6,0,22,609.41,297579.89,2159,Bank of Baroda,8.07,55.67,54.39,2002.47,Yes,No,No,Yes,No,105.14,Legitimate
TXN1001316,CUST99754,HDFC Bank,Current,Reliance Fresh,Fuel Station,1734.17,INR,NEFT,CRED,Ticket Booking,20,Sunday,January,23,Retired,1663524,Delhi,New Delhi,Tablet,Realme,Vi,OTP,Success,4,2,67,1288.52,192101.88,2041,Kotak Mahindra Bank,93.57,98.52,81.47,786.96,Yes,No,No,No,No,50.69,Legitimate
TXN1001317,CUST17281,Punjab National Bank,Business,Jio,Fuel Station,1192.16,INR,Mobile Wallet,Paytm,Ticket Booking,23,Monday,February,40,Business,1851854,Telangana,Hyderabad,Laptop,Oppo,Vi,UPI PIN,Success,1,1,111,1603.79,378150.72,2955,Union Bank of India,38.57,76.84,31.45,298.51,Yes,No,No,No,No,205.94,Legitimate
TXN1001318,CUST80065,Canara Bank,Salary,BookMyShow,Restaurant,6694.59,INR,RTGS,PhonePe,Cash Withdrawal,11,Friday,August,27,Government,2479477,Karnataka,Mysuru,iPhone,OnePlus,Jio,MPIN,Success,1,0,110,4068.56,532594.43,1064,Canara Bank,90.04,74.83,41.35,903.89,Yes,No,No,Yes,No,229.57,Legitimate
TXN1001319,CUST40031,ICICI Bank,Business,Tata Power,Pharmacy,6283.66,INR,Debit Card,CRED,Ticket Booking,17,Wednesday,September,63,Employee,2080652,Bihar,Patna,Android,Apple,Vi,OTP,Success,6,0,72,4121.14,342042.88,1771,Bank of Baroda,15.47,55.71,56.15,0.83,Yes,No,No,Yes,No,128.94,Legitimate
TXN1001320,CUST13631,Kotak Mahindra Bank,Current,IRCTC,Pharmacy,5010.96,INR,NEFT,PhonePe,Purchase,17,Tuesday,September,64,Farmer,679857,Haryana,Gurugram,iPhone,Vivo,Airtel,MPIN,Success,1,2,73,5399.62,703896.27,2652,Axis Bank,47.24,94.53,49.55,1735.56,Yes,No,No,Yes,No,186.7,Legitimate
TXN1001321,CUST76259,ICICI Bank,Savings,Zomato,Utility Bill,2812.7,INR,Credit Card,Paytm,Purchase,2,Thursday,April,69,Retired,499309,Haryana,Faridabad,Tablet,Xiaomi,Jio,MPIN,Success,3,3,38,1996.12,578415.28,2851,HDFC Bank,97.13,88.95,20.42,1799.45,Yes,No,No,Yes,No,170.89,Legitimate
TXN1001322,CUST49194,Indian Bank,Business,Flipkart,Telecom,6083.48,INR,Net Banking,Google Pay,Recharge,4,Wednesday,October,23,Government,443978,Delhi,New Delhi,iPhone,Oppo,BSNL,MPIN,Success,2,3,90,4749.31,392327.51,3234,Bank of Baroda,76.35,61.22,8.65,1838.42,Yes,No,No,No,No,223.0,Legitimate
TXN1001323,CUST43801,Punjab National Bank,Current,Swiggy,Restaurant,3238.43,INR,Credit Card,Navi,Money Transfer,19,Thursday,September,49,Business,1728701,Haryana,Gurugram,Tablet,Motorola,Jio,Biometric,Success,4,2,28,2628.96,458413.27,3664,Indian Bank,19.77,36.5,46.83,1949.1,No,No,No,Yes,No,110.79,Legitimate
TXN1001324,CUST90397,Kotak Mahindra Bank,Savings,Flipkart,Shopping Mall,5070.26,INR,UPI,CRED,Money Transfer,4,Wednesday,August,55,Homemaker,362083,Karnataka,Bengaluru,Android,Samsung,Vi,OTP,Success,5,0,53,5838.55,42856.55,2864,Canara Bank,12.45,21.66,37.08,1864.5,Yes,No,No,No,No,70.85,Legitimate
TXN1001325,CUST72636,Union Bank of India,Current,Swiggy,Fuel Station,6453.27,INR,Net Banking,BHIM,Ticket Booking,22,Sunday,March,26,Farmer,1247645,Haryana,Gurugram,iPhone,Samsung,Airtel,MPIN,Success,5,1,6,6517.92,360651.09,2439,HDFC Bank,23.21,93.74,56.54,1822.84,Yes,No,No,No,No,125.06,Legitimate
TXN1001326,CUST17687,HDFC Bank,Salary,Bharat Petroleum,Travel,2599.13,INR,RTGS,PhonePe,Ticket Booking,3,Sunday,August,29,Business,1810952,Uttar Pradesh,Noida,Tablet,Apple,Vi,MPIN,Success,3,3,73,1835.09,182162.94,3972,State Bank of India,28.21,91.4,53.08,1208.67,Yes,No,No,No,No,243.03,Legitimate
TXN1001327,CUST78380,Punjab National Bank,Current,Flipkart,Restaurant,1967.7,INR,Credit Card,Amazon Pay,Cash Withdrawal,23,Wednesday,August,69,Self-Employed,836120,Tamil Nadu,Chennai,iPhone,Vivo,Vi,MPIN,Success,6,3,116,2740.15,294229.25,2841,Bank of Baroda,29.49,23.18,70.66,930.39,Yes,No,No,No,No,117.3,Legitimate
TXN1001328,CUST56256,Axis Bank,Savings,Big Bazaar,Fuel Station,7637.48,INR,Net Banking,Navi,Bill Payment,23,Wednesday,August,64,Government,1838979,Haryana,Gurugram,Tablet,Samsung,Jio,UPI PIN,Success,2,0,73,7493.56,136812.77,156,State Bank of India,85.95,89.43,67.39,1660.54,Yes,No,No,No,No,18.8,Legitimate
TXN1001329,CUST69412,Union Bank of India,Savings,Swiggy,Shopping Mall,2298.99,INR,NEFT,BHIM,Cash Withdrawal,15,Tuesday,December,63,Farmer,1484203,Assam,Guwahati,Tablet,Samsung,Vi,UPI PIN,Success,6,1,15,2916.11,387551.97,1641,Kotak Mahindra Bank,91.34,22.36,34.49,2058.46,Yes,No,No,Yes,No,17.61,Legitimate
TXN1001330,CUST18017,Union Bank of India,Business,IRCTC,Shopping Mall,2469.92,INR,RTGS,Amazon Pay,Bill Payment,9,Tuesday,November,54,Homemaker,230634,Haryana,Gurugram,Tablet,Realme,Airtel,UPI PIN,Success,6,2,22,1884.49,549827.23,2103,Bank of Baroda,29.24,68.04,68.49,1166.53,Yes,No,No,No,No,58.64,Legitimate
TXN1001331,CUST69857,Axis Bank,Current,LIC India,Pharmacy,3681.5,INR,RTGS,Google Pay,Purchase,15,Tuesday,May,39,Government,1023218,Rajasthan,Jodhpur,Android,Xiaomi,Airtel,MPIN,Success,3,0,108,3716.36,366237.7,733,ICICI Bank,99.01,79.97,43.06,1143.24,Yes,No,No,No,No,87.0,Legitimate
TXN1001332,CUST43226,State Bank of India,Salary,Amazon India,Travel,5757.6,INR,NEFT,PhonePe,Bill Payment,7,Wednesday,January,38,Employee,1826719,Delhi,New Delhi,Android,Xiaomi,Airtel,UPI PIN,Success,3,0,104,4693.83,101629.52,117,Bank of Baroda,10.04,81.41,66.59,1246.32,Yes,No,No,Yes,No,92.07,Legitimate
TXN1001333,CUST56726,Canara Bank,Business,DMart,Telecom,10836.73,INR,Debit Card,CRED,Ticket Booking,1,Wednesday,March,27,Self-Employed,1579791,Kerala,Trivandrum,Laptop,Oppo,Jio,OTP,Success,5,1,47,7916.36,66079.97,3331,Canara Bank,55.04,87.17,11.9,281.83,Yes,No,No,Yes,No,289.25,Legitimate
TXN1001334,CUST52040,Axis Bank,Savings,Tata Power,Utility Bill,2327.64,INR,IMPS,Amazon Pay,Purchase,7,Sunday,December,80,Farmer,239428,Kerala,Kochi,Tablet,Vivo,Vi,Biometric,Failed,1,3,14,2474.98,334375.4,1365,Bank of Baroda,25.14,61.72,64.88,787.95,Yes,No,No,Yes,No,108.5,Legitimate
TXN1001335,CUST75034,HDFC Bank,Business,Jio,Restaurant,2954.68,INR,NEFT,Amazon Pay,Ticket Booking,20,Tuesday,May,44,Government,223188,West Bengal,Kolkata,Laptop,Apple,BSNL,UPI PIN,Success,1,2,114,1905.53,258273.78,3885,Union Bank of India,45.48,86.19,16.68,2125.77,Yes,No,No,Yes,No,188.69,Legitimate
TXN1001336,CUST27225,State Bank of India,Savings,BSNL,Education,2638.91,INR,IMPS,Paytm,Purchase,9,Tuesday,January,38,Homemaker,2251240,Rajasthan,Jodhpur,Tablet,OnePlus,BSNL,MPIN,Success,1,2,24,2164.63,442388.26,2810,Axis Bank,59.95,54.13,7.23,2233.36,Yes,Yes,No,Yes,No,159.82,Legitimate
TXN1001337,CUST76215,State Bank of India,Savings,Indian Oil,Grocery,6286.34,INR,IMPS,Paytm,Recharge,23,Monday,January,64,Government,774110,Assam,Guwahati,Laptop,Apple,Airtel,OTP,Success,3,3,84,6902.94,175588.67,470,Union Bank of India,11.39,79.76,50.7,595.46,Yes,No,No,Yes,No,184.47,Legitimate
TXN1001338,CUST63429,Indian Bank,Business,BookMyShow,Hospital,4545.81,INR,IMPS,Amazon Pay,Ticket Booking,11,Thursday,October,20,Farmer,297574,Rajasthan,Jaipur,Laptop,Realme,BSNL,UPI PIN,Success,4,3,22,6348.67,234359.9,2147,State Bank of India,56.4,45.32,77.55,2325.83,Yes,No,No,Yes,No,144.46,Legitimate
TXN1001339,CUST30458,Bank of Baroda,Current,Reliance Fresh,E-Commerce,1474.52,INR,IMPS,CRED,Ticket Booking,9,Thursday,March,58,Government,2071416,Tamil Nadu,Trichy,iPhone,Realme,BSNL,Biometric,Success,1,3,66,1989.5,425680.5,915,State Bank of India,27.3,88.34,72.11,2002.69,No,No,Yes,Yes,No,119.41,Legitimate
